id_artigo,ano,titulo,autores,abstract,topic_tfidf,tema_tfidf,topic_bertopic,tema_bertopic
333,2019,Gênero e áreas de interesse na informática: uma análise de amostragem pelos perfis do Linkedin na região de Curitiba/PR,Laura Shibukawa (UTFPR); Mayara  Yamanoe (UTFPR),"A desigualdade de gênero na área da informática se expressa tanto na presença tímida de mulheres quanto em seu pouco reconhecimento. Para entender questões como essas, buscamos, por meio de uma análise de amostragem através de perfis de mulheres da rede social Linkedin, identificar as diversas funções que elas ocupam e/ou almejam. A informática possui diversas subáreas e, partindo dessa questão, consideramos relevante saber em quais espaços de atuação encontram-se as mulheres, o que é fundamental para contribuir com os estudos sobre igualdade de gênero na computação.",4,Cluster 4,9,9_mulheres_teams_redes_análise
334,2019,A vida de Ada Lovelace em um circuito de atividades desplugadas,Silvia Bim (UTFPR); Rosiane  Freitas (UFAM); Cristiano  Maciel (UFMT); Mory  Lobo (UFMT); Larissa  Pessoa (UFAM); Fernanda  Pires (UFAM); Jean  Rangel (UFTPR); João Bernado (UEA); Karla  Pereira (UFAM),"A vida de Ada Lovelace é uma fonte de inspiração para mulheres e homens de todas as idades, por ter sido uma pessoa de mente brilhante e visionária. Seu feito maior foi ter elaborado o que é considerado o primeiro programa de computador da história. Neste artigo, é apresentada uma proposta metodológica para uso didático de um livro infantil sobre a vida de Ada Lovelace, pela proposição de um circuito de atividades desplugadas, com vistas a se trabalhar os pilares do pensamento computacional em crianças e adolescentes. Tal abordagem foi aplicada em uma oficina no LAWCC–CLEI 2018(X Congresso da Mulher Latino-americana em Computação–Conferência Latino-americana em Informática). Uma análise quali-quantitativa foi realizada, indicando a adequabilidade da atividade proposta.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
335,2019,Gurias Digitais: Inclusão de Meninas na Área de TI,Amanda Saccol (Universidade Regional Integrada do Alto Uruguai e das Missões); Carla  Castanho (Universidade Regional Integrada do Alto Uruguai e das Missões); Eduardo  Silva (Universidade Regional Integrada do Alto Uruguai e das Missões); Eduardo  Spies (Universidade Regional Integrada do Alto Uruguai e das Missões); Victor  Alves (Universidade Regional Integrada do Alto Uruguai e das Missões),"A área de TI encontra-se em constante avanço, mas a baixa participação das mulheres vem se tornando cada vez mais alarmante. Esse trabalho objetiva analisar a participação da mulher na área computacional e relatar o desenvolvimento do projeto Gurias Digitais, o qual busca incentivar meninas de uma escola municipal da cidade de Santiago a conhecer melhor a área da Computação, também as incentivando a considerar a área como uma opção de carreira válida, ensinando-as a desenvolver seu próprio jogo.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
336,2019,Mentorando meninas iniciantes em programação: um estudo de caso,Fabrizio Franzoia (UEA); Fernanda  Pires (UEA); Marcela  Pessoa (UEA),"O presente artigo discute modelos, metodologias, preconceitos e os seus impactos para um grupo de meninas calouras em um curso de computação. Bem como levanta altercações em torno da criação de grupos de estudos focais para meninas com vistas ao empoderamento como medida inicial fortalecedora. O método utilizado foi o estudo de caso com uma abordagem do tipo quali-quanti. Resultados apontam que a medida: “criação de grupo de estudos mentorados” se mostrou uma boa iniciativa dado o grau de aceitação e de resultados avaliados de forma qualitativa (descrição das alunas) e quantitativa (avaliação de contests).",5,Cluster 5,6,6_pesquisa_egressas_estudo_viés
337,2018,Meninas do Ensino Médio: Quem quer estudar TI?,Jacques André Grings (UNIPACS); Naira Kaieski (IFSUL); Paula Nunes (IFSUL),"O artigo examina a escolha profissional das jovens concluintes do Ensino Médio da região do Paranhana/RS. Foi aplicada uma pesquisa com 1.328 alunos, de ambos os sexos, com idades entre 15 e 20 anos, sendo que 734 (55%) eram meninas. As respostas indicam que essas, em sua maioria, desejam cursar o Ensino Superior e já escolheram tanto a profissão quanto o curso de graduação baseado na sua realização pessoal. Porém, carreiras e formações relacionadas com tecnologia apresentaram uma inquietante baixa demanda.",5,Cluster 5,8,8_preconceito_políticas_dados_homens
338,2018,Um estrato do perfil das profissionais de TIC na cidade de Maringá-PR,Luciana A. F. Martimiano (UEM); Nikaelly V. de Lima (DB1 Global Software); Valéria D. Feltrim (UEM); Larissa Roder (DB1 Global Software),"Este artigo apresenta uma análise do perfil das profissionais em Tecnologia da Informação e Comunicação em Maringá-PR. Por meio de um questionário respondido por 33 profissionais, foi possível identificar a idade, o grau de formação, os cargos mais ocupados, a percepção de preconceito de gênero e assédio, e a percepção de competência. Estabelecendo uma relação entre idade e percepção de preconceito e competência, as mulheres com mais de 40 anos relataram ter sofrido menos assédio e preconceito e se consideram competentes. Por outro lado, a maioria das mulheres com até 39 anos relataram já ter sofrido algum tipo de preconceito e que não se consideram competentes o suficiente.",5,Cluster 5,8,8_preconceito_políticas_dados_homens
339,2018,Iniciativas de Inserção de Mulheres no Mercado de Tecnologia da Informação: Análise das experiências de participantes brasileiros do Desafio Technovation,Suzy Santiago (CEFET-MG); Carolina Riente de Andrade (CEFET-MG),"Este artigo apresenta um estudo de caso do Desafio Technovation, um projeto de âmbito internacional, que se propõe a despertar o interesse de meninas em áreas relacionadas à tecnologia, de forma a explorar como as iniciativas promovidas pelo projeto contribuem para aumentar a presença feminina nestas áreas, que são predominantemente masculinas. Foram aplicados questionários para participantes do projeto no ano de 2017 e partir destes foram realizadas análises qualitativas e quantitativas para verificar as contribuições do projeto.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
340,2018,Participação feminina em game jams: um estudo sobre igualdade de gêneros em maratonas de desenvolvimento de jogos,Cláudia Letícia Ferraz Dutra (UFPE); Kiev Gama (UFPE),"Este trabalho apresenta um estudo sobre a participação feminina em game jams, entregando o resultado da pesquisa realizada na Portomídia Game Jam das Minas, evento de desenvolvimento de jogos focado no público feminino. O trabalho visa investigar a igualdade de gêneros em eventos desta natureza e identificar motivações e desestímulos femininos para a sua participação em game jams.",1,Cluster 1,10,10_jogos_personagens_digitais_desenvolvimento
341,2018,"O Moodle de Lovelace: Um Curso a Distância de Python Essencial, Ativo e Prático para Formação de Programadoras",Márcia Gonçalves de Oliveira (IFES); Rutinelli da Penha Favero (IFES); Mônica F. da Silva Lopes (IFES); Anne Carolina Silva (IFES); Jennifer Gonçalves do Amaral (IFES); Helen França Medeiros (IFES),"Uma realidade comum de muitas adolescentes e jovens é a dificuldade ou impossibilidade de continuar os estudos após uma gravidez porque assumirão responsabilidades de cuidar de seus filhos em tempo integral ou de trabalhar para sustentá-los. Com o objetivo de oferecer a essas jovens e a outras estudantes que tenham interesse em aprender programação uma possibilidade de formação profissional a domicílio, desenvolvemos o Moodle de Lovelace, um curso a distância de programação Python com conteúdos essenciais de programação, atividades planejadas com metodologias ativas e aplicações práticas no mundo real. A contribuição deste curso para atrair as jovens mulheres para a carreira de computação é oferecer a cada uma delas a oportunidade de estudar programação de qualquer lugar e em seu próprio tempo.",2,Cluster 2,0,0_stem_projeto_feminina_áreas
342,2018,Autoria de conteúdos multimídia como atividade de estímulo à descoberta de experiências femininas em TI,Sheyla Medeiros (UFPB); Thaíse Costa (UFPB); Vanessa Dantas (UFPB); Renata Figueiredo (UFPB); Beatriz Martins (UFPB),"A autoria de conteúdo multimídia pode ser explorada como atividade de incentivo ao conhecimento, discussão e divulgação de experiências femininas naárea de Tecnologia da Informação (TI). Este artigo apresenta um relato de experiência acerca do uso de criação de conteúdo multimídia como forma de promover e debater a temática entre estudantes. A experiência proporcionou reflexão sobre o papel da mulher naárea de TI, ajudando no incentivo à carreira, além da disponibilização do material produzido como meio de divulgação do tema.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
343,2018,Identificando Influências na Escolha de uma Graduação em Exatas: um Estudo Qualitativo e Comparativo de Gênero,Maysa M. G. Macedo (IBM Research); Andrea Britto Mattos (IBM Research); Marisa Vasconcelos (IBM Research); Alexandre Martinazzo (USP); Roseli Lopes (USP),"Esse artigo descreve resultados preliminares de um estudo qualitativo conduzido com homens e mulheres empregados em uma empresa na área de tecnologia. Foram conduzidos quatro grupos focais com dois objetivos principais: (i) identificar as influências mais relevantes que as pessoas selecionadas receberam no momento em que optaram por um curso superior na área de tecnologia; e (ii) verificar se esses fatores diferem entre profissionais do sexo masculino e feminino. Nossas observações indicam que o processo da escolha de uma carreira difere entre os gêneros: enquanto homens buscam especialmente satisfação pessoal e financeira, mulheres demonstram uma maior preocupação a respeito da sua decisão perante à família e sociedade.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
344,2018,Barreiras que Impedem a Opção das Meninas pelas Ciências Exatas e Computação: Percepção de Alunas do Ensino Médio,Josilene Aires (UFPB); Giorgia Mattos (UFPB); Chaenne Oliveira (UFPB); Andréa Brito (UFPB); Ana Flávia Aragão (UFPB); Sanny Alves (UFPB); Thiago Coelho (UFPB); Gabriel Moreira (UFPB),"Neste estudo pesquisamos as razões que dificultam a escolha de cursos e carreiras da área de Ciência, Tecnologia e Computação pelas mulheres. A partir de depoimentos de alunas do ensino médio do Estado da Paraíba coletados em 2016 e 2017, verificamos que as principais barreiras percebidas são: o machismo, a ideia de que as mulheres são ‘incapazes’ de lidar com tecnologia, o fato da área tecnológica ser predominantemente masculina e o preconceito que Computação é ‘coisa de homem’, entre outras. O projeto de intervenção conduzido pelas autoras procura mudar esta realidade através da ministração de palestras, oficinas de capacitação e visitas técnicas, influenciando as escolhas profissionais e o futuro das alunas.",5,Cluster 5,11,11_mulheres_tecnologia_cientista_escolhas
345,2018,"Metodologia de um Projeto de Extensão para Inclusão, Desmistificação e Empoderamento de Jovens Mulheres em Tecnologias da Informação e Comunicação",Helen Abdala R. Ferreira (IFCE); Alice F. Barbosa (IFCE); Reinaldo B. Braga (IFCE); Marcia N. Viana (IFCE); Carina T. Oliveira (IFCE),"As Tecnologias da Informação e Comunicação (TICs) crescem de forma acentuada. Porém, apesar de sua presença cada vez mais massiva na maioria das atividades do cotidiano, a inclusão digital ainda é um desafio na sociedade atual, principalmente quando se trata do público feminino. Tendo em vista esta problemática, o presente artigo tem por objetivo descrever uma metodologia de projeto que visa incluir, desmistificar e empoderar a mulher na área de TICs. A metodologia foi aplicada com um grupo de jovens mulheres da comunidade do Pedregal, localizada em Aracati-CE. Os resultados obtidos destacam a elevação do índice de atendimento aos segmentos sociais com ênfase na inclusão digital e emancipação do cidadão.",1,Cluster 1,19,19_digital_inclusão_uso_idosas
346,2018,Incentivando alunas do Ensino Médio a Ingressarem em Carreiras de Ciência e Tecnologia na Paraíba,Ana Flávia S. A. Moura (UFPB); Thiago Henrique C. Tavares (UFPB); Giorgia de O. Mattos (UFPB); Josilene A. Moreira (UFPB),"Este trabalho apresenta os dados obtidos em uma pesquisa realizada durante dois anos no projeto extensionista realizado junta às alunas do Ensino Médio da rede pública estadual. O projeto tem o intuito de proporcionar às alunas, por meio de oficinas, palestras e visitas, os primeiros contatos com a área de programação, promover o empoderamento feminino na educação bem como despertar o interesse pela tecnologia da informação para que esta seja considerada como possível escolha profissional. Mostram-se como empecilhos e medo e o desinteresse das alunas em usufruir de novas tecnologias devido à falta de incentivo, falta de modelos femininos de grande visibilidade na área, a exclusão sentida pelas mulheres tantos nos ambientes de estudos quanto de trabalho.",0,Cluster 0,5,5_skills_soft_escolas_ensino
347,2018,Estratégias para Permanência e Êxito de Estudantes Mulheres em Cursos Superiores de Tecnologia da Informação e Comunicação,Jaciana B. da Silva (IFCE); Reinaldo B. Braga (IFCE); Carina T. Oliveira (IFCE),"Este artigo apresenta uma variedade de estratégias que podem ser adotadas para combater a evasão e a retenção de estudantes mulheres em cursos superiores de Tecnologia da Informação e Comunicação (TIC) e, consequentemente, impulsionar a participação da mulher na área. Tais estratégias incluem desde ações como palestras e atividades lúdicas, até capacitações técnicas das estudantes para participarem de competições de programação e projetos de alto impacto tecnológico. As estratégias foram aplicadas com cerca de 30 estudantes mulheres do curso de Bacharelado em Ciência da Computação do IFCE Campus Aracati e já resultaram em destaques e premiações obtidas por meio de competições na área de TIC, além de possibilitarem espaços para fomentar a importância dos estudos e da igualdade de gênero.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
348,2018,Programando para inclusão - experiências e lições aprendidas,Thais Regina de Moura Braga Silva (UFV); Gláucia Braga e Silva (UFV),"Este artigo apresenta um relato de experiências e lições aprendidas durante a execução de um programa de extensão que promove ações para atrair, acolher e manter meninas nos cursos de Computação e Informática. Esse programa foi iniciado em 2015 na Universidade Federal de Viçosa - campus Florestal em parceria com uma escola pública da cidade de Florestal - Minas Gerais.",1,Cluster 1,12,12_gurias_federal_computação_ação
349,2018,Mulheres de Ferro: Relato de Prática Utilizando Arduíno com Alunas do Ensino Médio em uma Escola Pública,Camila N. Soares (UnB); Leticia L. Leite (UnB); Aletéia Patrícia. F. de Araujo (UnB); Maristela Holanda (UnB),"Este artigo descreve uma experiência realizada com alunas do primeiro ano do ensino médio de uma escola pública do Distrito Federal, com o objetivo de incentivar a atuação delas na área da computação. Para despertar o interesse das alunas foram desenvolvidas, durante o semestre de 2017/2, oficinas de Arduíno.",0,Cluster 0,1,1_ensino_oficina_programação_alunas
350,2018,Participação de Alunas nos Cursos de Computação na Percepção de Alunos e Ex-alunos,Rafaela Brum (UERJ); Rosa Maria E. Moreira da Costa (UERJ); Aletéia Patrícia F. Araújo (UNB); Vera Maria B. Werneck (UERJ); Maria Clicia Steling de Castro (UERJ),"Este artigo descreve o resultado de uma pesquisa realizada com alunos e ex-alunos de cursos de graduação da área tecnológica de diferentes universidades, que visou identificar percepções relacionadas à questão do baixo número de mulheres, principalmente, nos cursos ligados às áreas de computação e no mercado de trabalho desta área.",5,Cluster 5,4,4_the_tecnologia_mulheres_informática
351,2018,Utilizando Regras de Associação para Delinear o Perfil Feminino em Ciência da Computação,Joyce Quintino (IFCE); Carina T. Oliveira (IFCE); Mauro Oliveira (IFCE),"Nos últimos anos, houve um aumento significativo da participação feminina em cursos de graduação no Brasil. Paralelamente, também aumentou o número de evasões, principalmente em cursos como Ciência da Computação. Tal situação tem alertado para a necessidade de novas soluções que contribuam para a tomada de decisão dos professores e gestores educacionais. Este trabalho faz uso de Regras de Associação para encontrar correlações entre os dados de estudantes mulheres do curso de Bacharelado em Ciência da Computação do IFCE Campus Aracati. Os resultados apontam, por exemplo, as principais características de alunas com baixo desempenho, tais como turno de estudo, renda familiar, grau de instrução da mãe e número de filhos.",5,Cluster 5,15,15_cursos_estudantes_computação_disciplinas
352,2018,O uso da programação para atração de mulheres à computação: relatos de experiência,Juliana M. Oliveira dos Santos (UFBA); Karen A. dos S. Pereira (UFBA); Débora Abdalla Santos (UFBA),"Este artigo apresenta um relato das experiências do Projeto Meninas Digitais - Regional Bahia com o objetivo de despertar o interesse de mulheres para a área de computação por meio do ensino de programação de computadores. Ao longo do artigo, as estratégias de acompanhamento do progresso das alunas, as metodologias de ensino e os resultados das turmas do Curso de Iniciação à Programação de Computadores e da turma do Curso de Programação JavaScript com Jogos são discutidos.",2,Cluster 2,1,1_ensino_oficina_programação_alunas
353,2018,Programando com a Família: uma Análise por Gênero nas Atividades Code.org,Jéssica Azevedo (UFMT); Karen da Silva Figueiredo (UFMT); Cristiano Maciel (UFMT),"Este artigo relata a experiência de uma oficina de introdução à programação baseada nas atividades Code.org, com crianças de 7 a 12 anos e seus familiares, utilizando a técnica de programação pareada. Foi realizada uma análise por gênero a partir dos relatórios de desempenho das crianças nas atividades. De forma geral, percebeu-se que embora os meninos concluam mais níveis das atividades, as meninas apresentam um código mais enxuto.",0,Cluster 0,1,1_ensino_oficina_programação_alunas
354,2018,A Mobilização de Resistência das Mulheres Negras na Computação e Tecnologias,Mory Márcia de Oliveira Lobo (UFMT); Karen da Silva Figueiredo (UFMT); Cristiano Maciel (UFMT),"Este artigo apresenta um ensaio bibliográfico que busca empreender o percurso de inserção de mulheres negras na computação e tecnologias, em um contexto social de segregação sexista e racial. Ainda, visa apresentar estratégias de resistência das mulheres negras na área, especialmente no cenário brasileiro.",4,Cluster 4,7,7_brasileira_brasileiras_negras_computação
355,2018,Plataforma para Classificação da Amigabilidade de Gênero das Empresas de Tecnologia da Informação do Município de Belo Horizonte,Lara Cadar Cunha (IFMG); Gabriel Novy (IFMG); Carlos Alberto Severiano Júnior (IFMG); Cristiane Targa (IFMG); Daniel B. F. Conrado (IFMG),"A área de Tecnologia da Informação (TI) é predominantemente dominada por profissionais homens. Essa segmentação de gênero possui raízes culturais que ainda permeiam ambientes de trabalho e dificultam a entrada de mulheres. Como promover a equidade de gênero é urgente, este trabalho pretende auxiliar as profissionais de TI a escolherem empresas receptíveis à contratação de mulheres e que forneçam um ambiente de trabalho amigável em relação a gênero. Para isso, está sendo desenvolvida uma plataforma que classifica as empresas de TI de Belo Horizonte de acordo com seu nível de amigabilidade de gênero. Espera-se fornecer um indicador para a avaliação das condições de trabalho e fomentar a adoção de medidas afirmativas e inclusivas nas empresas.",5,Cluster 5,27,27_empresas_contratação_impactando_ti
356,2018,Uma Taxonomia dos Tipos de Preconceito Enfrentados por Mulheres na Área de Tecnologia,Suellen Barros Ramos (UFMT); Karen da Silva Figueiredo (UFMT),O presente artigo tem como objetivo discutir a discriminação enfrentada por mulheres na TI a partir de um estudo de caso de uma campanha para a conscientização sobre o tema. Este trabalho realiza uma análise de conteúdo do feedback recebido nesta campanha e apresenta uma taxonomia das formas de preconceito sofridas pelas mulheres na TI baseada em categorias da literatura dos estudos de gênero.,4,Cluster 4,9,9_mulheres_teams_redes_análise
357,2018,Chá da tarde: criando uma rede de apoio entre as discentes de cursos de Computação,Vanessa F. Dantas (UFPB); Renata V. de Figueiredo (UFPB),"Por serem minoria em cursos de Computação, nem sempre as meninas se sentem à vontade e motivadas a prosseguir na carreira. O presente trabalho relata a realização de um evento anual como uma iniciativa para promover maior integração entre as alunas, abrindo espaço para discussão de temas, nem sempre técnicos, que estão presentes em seus cotidianos.",1,Cluster 1,-1,-1_computação_mulheres_meninas_cursos
358,2018,Mulheres e Desenvolvimento de Jogos: essa conjunção já existe?,Mariana Michels Fontoura (UTFPR); Leander de Oliveira (UTFPR); Marília A. Amaral (UTFPR),Quais barreiras encontram as mulheres desenvolvedoras de jogos no Brasil? Ao longo deste artigo pretende-se analisar alguns mecanismos que afastam mulheres das áreas de desenvolvimento de jogos. Será apresentada uma análise bibliográfica afim de discutir estas questões e compreender como as mulheres estão envolvidas no processo de desenvolvimento de jogos.,3,Cluster 3,10,10_jogos_personagens_digitais_desenvolvimento
359,2018,Ensinando princípios de criptografia como trote educativo e de comemoração ao dia das mulheres,Rosiane de Freitas (UFAM); Karla Susiane Pereira (UFAM); Larissa Pessoa (UFAM); Ariel Bentes (UFAM); Ingrid Santos (UFAM); Isabelly Oliveira (UFAM); Tanara Lauschner (UFAM),"Neste trabalho é apresentada uma dinâmica envolvendo um método básico de criptografia, historicamente conhecido como Cifra de César, que foi aplicada aos alunos ingressantes de graduação em Computação da Universidade Federal do Amazonas. Tal atividade aconteceu na primeira semana de aula, como forma de integração entre os alunos calouros de Computação. E, aproveitando-se que a data de tal atividade coincidia com a Dia Internacional da Mulher, 8 de março, também foram trabalhadas questões sobre a participação das estudantes mulheres em tais cursos. Este trabalho, portanto, tem por objetivos relatar a atividade geral realizada e a dinâmica aplicada, bem como tecer considerações sobre a adequabilidade da proposta, como foi recebida e percebida, e a participação das meninas diante do contexto construído.",5,Cluster 5,12,12_gurias_federal_computação_ação
360,2018,Análise Visual de Dados Educacionais: um Estudo de Gênero nos Cursos de Computação da Universidade de Brasília,Luiza A. Hansen (UnB); Lucas M. Chagas (UnB); Aleteia Patrícia F. de Araújo (UnB); Vinicius R. P. Borges (UnB); Maristela Holanda (UnB),"Nos últimos anos, a área de Ciência da Computação tem tido pouco interesse das meninas que ingressam na graduação. No Departamento de Ciência da Computação da Universidade de Brasília, o número de meninas é menos que 10% em comparação aos meninos. Neste contexto, este artigo apresenta a visualização de informações sobre alunas dos cursos de computação a partir da sua condição com a Universidade: ainda cursando; desligada ou; já formada. O padrão foi observado utilizando a técnicas de visualização denominada Curva de Andrews.",5,Cluster 5,20,20_desempenho_feminino_meninos_es
361,2018,“TI por Elas”: para Mulheres que estão Dentro e Fora da Computação,Bárbara Stéphanie Neves Oliveira (UFC); Joyce Nayne Araújo Nascimento (UFC); Maria Tassiane Barros de Lima (UFC); Nayara Maria Costa de Mesquita (UFC); Carla Ilane Moreira Bezerra (UFC); Paulo de Tarso Guerra Oliveira (UFC),"Este artigo descreve as atividades desenvolvidas pela ação “TI por Elas”, que é organizada pelo Centro Acadêmico de Ciência da Computação (CACC) em parceria com o Programa de Educação Tutorial/Conexões de Saberes (PET - TI) do Campus da UFC em Quixadá. Essa ação tem como objetivo principal cultivar o interesse de mulheres pelaárea da Tecnologia da Informação (TI), tanto como disseminar o que é a computação e sua importância. Tendo em vista o público da área, a presente ação também pretende ajudar a diminuir a evasão das mulheres que já se encontram no âmbito da TI.",1,Cluster 1,12,12_gurias_federal_computação_ação
362,2018,Análise atual da situação das alunas do curso Bacharelado em Tecnologia da Informação da UFRN,Joicy Daliane Oliveira (UFRN); Elma Rocha (UFRN); Thayrone Santos (UFRN); Soraya Medeiros (UFRN); Isabel Dillmann Nunes (UFRN),"Este artigo tem o objetivo de mostrar o perfil atual das alunas no curso de Bacharelado em Tecnologia da Informação do Instituto Metrópole Digital da UFRN. A partir desses dados o Projeto de Extensão ""Mulheres na TI"" foi proposto com o propósito de atrair as meninas do ensino médio e fundamental, como também fomentar a permanência das meninas no curso.",1,Cluster 1,14,14_the_of_courses_to
363,2018,Technovation Hackday @ ICMC-USP Um instrumento de difusão e articulação de meninas na computação,Daniela Ridel (USP); Sabrina Tridico (USP); Luiz Henrique Castelo Branco (IFSP); José Carlos Maldonado (USP); Kalinka Castelo Branco (USP),"Com o intuito de permitir que alunas do ensino médio e fundamental da cidade de São Carlos e região pudessem descobrir e desvendar o universo do Technovation Challenge, o Instituto de Ciências Matemáticas e de Computação da Universidade de São Paulo (ICMC-USP) promoveu o Technovation Hackday que reuniu 74 estudantes mulheres entre 10 e 18 anos, de escolas públicas e privadas, para aprenderem mais sobre computação e empreendedorismo. Esse artigo tem por objetivo apresentar e discutir a experiência do ICMC/USP ao realizar o Technovation Hackday como um instrumento de difusão e articulação de alunas na computação.",0,Cluster 0,1,1_ensino_oficina_programação_alunas
364,2018,"Mulheres e jogos eletrônicos: muitas jogadoras, poucas programadoras!",Carla Denise Castanho (UnB); Aurora Wang (UnB); Ingrid Santana (UnB),"Nos últimos anos, têm-se observado que os jogos eletrônicos deixaram de ser um interesse essencialmente masculino. Contudo, presença feminina na indústria destes artefatos de software ainda é pequena. Este trabalho compartilha os resultados de uma pesquisa realizada com mulheres que possuem alguma relação com jogos eletrônicos, cujo objetivo é identificar o cenário atual no que diz respeito à presença das mulheres na área de desenvolvimento de jogos eletrônicos no Brasil, com ênfase na área de Programação de Jogos.",3,Cluster 3,10,10_jogos_personagens_digitais_desenvolvimento
365,2017,Oficina de Re(design) da Interação do Whatsapp para alunas da rede municipal de Petrópolis,Luciana Salgado (UFF); Claudia Cappelli (UNIRIO); Meirylene Rosa Emidio Avelino (UFF),"O Programa Meninas Digitais quer atrair meninas para a área de computação. Este trabalho apresenta a execução de uma oficina no LNCC (Laboratório Nacional de Ciência da Computação) em Petrópolis, Rio de Janeiro, para duas turmas de ensino fundamental de escola pública. Após uma palestra sobre o Projeto, conduzimos uma oficina para o (re)Projeto da Interação Humano Computador, em um cenário de desenvolvimento de software, onde os alunos teriam que entender o cliente e apresentar soluções possíveis para os problemas apresentados.",0,Cluster 0,1,1_ensino_oficina_programação_alunas
366,2017,Percepções de alunas de Ensino Médio sobre as subáreas da Computação,Karen da Silva Figueiredo (UFMT); Rayane Vitorassi (UFMT); Edeizi Monteiro (UFMT); Suliane de Oliveira Carneiro (IFMT),O presente trabalho apresenta uma pesquisa preliminar realizada com alunas de ensino médio de uma escola do interior do Mato Grosso com objetivo de medir o nível de informação das alunas a respeito das subáreas da computação e o seu nível de interesse em conhecer mais sobre estas subáreas.,0,Cluster 0,17,17_egressas_ciência_perfil_computação
367,2017,Delineando o Perfil Feminino Discente do Bacharelado em Ciência da Computação do IFCE campus Aracati,Rhayane da S. Monteiro (IFCE); Jarina M. P. Marinho (IFCE); Reinaldo B. Braga (IFCE); Márcia de N. Viana (IFCE); Carina T. de Oliveira (IFCE),"O estudo da atuação feminina nos cursos da área de Tecnologia da Informação e Comunicação (TIC) é relevante para o mercado e a academia no contexto da promoção da igualdade de gênero. Contudo, ainda são poucas as pesquisas que retratam o perfil das alunas da área de TIC. Tais pesquisas são importantes para suporte à implementação de estratégias de permanência e êxito das alunas. Neste trabalho, é delineado o perfil das alunas do curso de Bacharelado em Ciência da Computação do IFCE campus Aracati. Dentre os resultados obtidos, destaca-se a discrepância entre o perfil das alunas matriculadas e desistentes. Os resultados também auxiliaram no desenvolvimento de ações de incentivo à permanência e êxito das alunas.",5,Cluster 5,29,29_competições_empreendedorismo_triênio_campus
368,2017,Relatos de Experiências da participação de Mato Grosso no Technovation Challenge 2017,Pedro Clarindo da Silva Neto (IFMT); Monique Casagranda (IFMT),"Este artigo apresenta a participação do estado de Mato Grosso no Technovation Challenge na edição de 2017. Pelo fato da maior parte dos profissionais na área de computação serem homens, a participação no evento tem a intenção de influenciar a inserção de mulheres na tecnologia. A partir desta competição, meninas de 10 a 18 anos, do ensino fundamental e médio, podem ter o seu primeiro contato com a área, com a criação de aplicativos móveis e, a partir daí, criar vínculos e seguir carreira.",0,Cluster 0,-1,-1_computação_mulheres_meninas_cursos
369,2017,Egressas de Ciência da Computação da Universidade Estadual do Oeste do Paraná: o que veio depois?,Bianca Carvalho de Oliveira (UNIOESTE); Clodis Boscarioli (UNIOESTE); Eliane Nascimento Pereira (UNIOESTE); Gabriela Marim de Souza (UNIOESTE); Letícia Torres (UNIOESTE),"É apresentado neste artigo a fase inicial de um projeto com o objetivo de coletar dados sobre as egressas do curso de Ciência da Computação da Universidade Estadual do Oeste do Paraná, a fim de compreender quais foram seus desafios durante e após a graduação. A pesquisa se deu por meio de um formulário (Google Forms), respondido por 40 egressas de um total de 102, e englobou questões objetivas e abertas. Após o levantamento de dados obteve-se informações sobre quais foram as principaisáreas de interesse das egressas e se houve preconceito e críticas, dentre outras. Foi possível determinar formas de atrair e motivar a permanência de mulheres com interesse na área de Computação.",5,Cluster 5,17,17_egressas_ciência_perfil_computação
370,2017,O Computar em uma Perspectiva Queer: considerando os espaços hacker e maker,Leander Cordeiro de Oliveira (UTFPR); Marília Abrahão Amaral (UTFPR),"Construções e reconstruções socioculturais são constantes e este processo se pauta nos valores que estão permeados entre os sujeitos. O fazer computacional e seus ambientes, sistemas e sujeitos vivenciam este processo e podem acabar construindo situações normativas e excludentes. É por meio destas constantes mudanças que o presente artigo pretende apresentar um debate teórico acerca das normatividades da área, compreendendo como uma possibilidade de abertura os movimentos Hacker e Maker e as desconstruções propostas pela Teoria Queer.",2,Cluster 2,-1,-1_computação_mulheres_meninas_cursos
371,2017,"Construção identitária das mulheres no campo da computação. Imagens reforçadas, distâncias ampliadas",Pricila Castelini (UTFPR); Marília Abrahão Amaral (UTFPR),"Este artigo analisa, com base em Análise de Discurso, as identidades construídas das mulheres na divulgação do Programaê. O Programaê divulga imagens que constroem discursivamente representações de estilos e identidades formadas socialmente, culturalmente e historicamente que reforçam os binarismos homem/mulher, masculino/feminino. Nessa perspectiva teórica, são apresentadas três imagens do corpus (N=50) para destacar a reprodução e reforço dos binarismos da computação.",4,Cluster 4,2,2_jogo_história_personalidades_grace
